hotelName;offerId;hotelId;locality;postalCode;street;destinationName;accType;accType_Stat;NACE;lat;lon;price;starRating;guestReviewsRating;guestReviewsTotal;Period.2019.02;Period.2019.03;Period.2019.04;Period.2019.05;Period.2019.06;Period.2019.07;Period.2019.08;Period.2019.09;Period.2019.10;Period.2019.11;Period.2019.12;Period.2020.01;Period.2020.02;Period.2020.03;Period.2020.04;Period.2020.05;Period.2020.06;Period.2020.07;Period.2020.08;Period.NA.20
Penguin Apartments;665301;17420146;Wroc≥aw;undefined;;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,114125;17,058566;174,995;3,5;5;6;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Penguin Apartments Downtown Strzelecka;665263;17427111;Katowice;undefined;;WojewÛdztwo úlπskie, Polska;Apartment;Hotels;55.2;50,25418;19,00709;125;3;9;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
WS Roof Top View Apartments;1125761184;35148787;KrakÛw;33-332;ålusarska 6;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,049075;19,962142;230;3,5;8,6;1;0;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0
Penguin Rooms;771150816;24067213;Wroc≥aw;50-079;Ruska 41/42;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,110868;17,024098;140;3;8;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Hotel Bosman;1249411744;39012867;Szklarska PorÍba;58-580;Morcinka 2;WojewÛdztwo dolnoúlπskie, Polska;Hotel;Hotels;55.1;50,830077;15,524306;160;;;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Sunflower;709688672;22146521;GdaÒsk;80-680;Turystyczna 104a;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,34137;18,87019;155,52;3;;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Rint - Centrum Kaczorowskiego;659740224;20585632;Bia≥ystok;15-375;Kaczorowskiego 7;Podlaskie WojewÛdztwo, Polska;Apartment;Hotels;55.2;53,125397;23,150389;125,1;3,5;8;5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Dragon Aparthostel Senatorska;417898;5379216;KrakÛw;30-106;ul. Senatorska 2;WojewÛdztwo ma≥opolskie, Polska;Hostel;Boarding houses;55.2;50,055439;19,921397;137;2;8;2;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Maja Bed&Breakfast;894705952;27928311;Torzym;66-235;Koryta 12;WojewÛdztwo lubuskie, Polska;Bed and breakfast;Rooms for guest;55.2;52,308979;15,174043;80;3;9;4;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
Wilanow Lovely Apartment;1104080736;34471273;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,168809;21,068167;315,495;3,5;;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Anton Panorama Apartments Bagno;1204197312;37599916;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,235954;21,005419;270;3;;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Apartamenty Efekt 72;1073661376;33520668;Gdynia;81-389;åwiÍtojaÒska 72;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,514424;18,540101;224,1;3,5;10;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Little Home - Hannah;608525312;18985166;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,22605;21,01254;248;3,5;2;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Warsaw Panorama Apartment;927186784;28943337;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,221853;20,980182;320;3;;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
P&O Apartments Metro Politechnika;1040916384;32497387;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,215963;21,018369;365,4;3,5;;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Apartwawel WrÛblewskiego;535245;11703395;KrakÛw;31-148;ul. WrÛblewskiego 4;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,069655;19,938933;197,99;3;8,6;9;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Old Town Apartment on Krowoderska by AS;1114057248;34783039;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,0705;19,9353;298,81;3,5;;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Private Garden in City Center;1274430496;39794703;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,05025;19,929557;550;3,5;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Little Home - Napoli;674612;17735226;Sopot;81-760;Pu≥askiego 6;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,4428;18,5662;272,01;3;8;3;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
JanÛwka Apartamenty;757971296;23655353;Koúcielisko;34-511;Sywarne 34;WojewÛdztwo ma≥opolskie, Polska;Apart-hotel;Hotels;55.1;49,28658;19,89888;266,82;3;10;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
B&B La Fontaine;467599;7427477;KrakÛw;31-014;S≥awkowska 1;WojewÛdztwo ma≥opolskie, Polska;Bed and breakfast;Rooms for guest;55.2;50,06303;19,9372;246;3,5;7,6;50;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Little Home - Old Town 3;891835808;27838619;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,24523;21,01354;207;3,5;9;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 3310;1249599904;39018747;Katowice;undefined;;WojewÛdztwo úlπskie, Polska;Apartment;Hotels;55.2;50,259534;19,015973;289,92;3;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 3221;1249530848;39016589;Katowice;undefined;;WojewÛdztwo úlπskie, Polska;Apartment;Hotels;55.2;50,267195;19,021577;195;3;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Little Home - Wajdeloty;1242653280;38801665;GdaÒsk;80-437;Wajdeloty 5/3;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,381927;18,612377;156,99;2,5;10;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Sopocki A - Sopockie Apartamenty;1137055040;35501720;Sopot;81-712;PowstaÒcÛw Warszawy 79;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,452757;18,56243;243;3;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Kurhan 16;1040653920;32489185;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,211;20,95524;170,01;2;8;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Little Home - Nowosielecka;1244772288;38867884;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,210761;21,046157;250,01;3,5;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms - 1110;1226189888;38287184;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,061226;19,945561;214;3;6;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
D BOWY HOTEL|EVENT|SPA;642606;16531198;Bielawa;58-260;ul. Korczaka 4;WojewÛdztwo dolnoúlπskie, Polska;Hotel;Hotels;55.1;50,67637;16,5858;304;3;9,6;10;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Wola Business Apartment;1283099680;40065615;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,222796;20,938846;355,495;3;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms - 1218;1225342656;38260708;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,053439;19,948852;248;3,5;10;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 3211 & 3222;1249521504;39016297;Katowice;40-850;18 Sierpnia 6 A/14;WojewÛdztwo úlπskie, Polska;Apartment;Hotels;55.2;50,261268;19,005021;201;3;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 3228;1249538496;39016828;Katowice;undefined;;WojewÛdztwo úlπskie, Polska;Apartment;Hotels;55.2;50,2634;19,021538;129;2,5;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms - 1117;1226191712;38287241;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,065891;19,95422;195,5;3;6;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 2126 ;1234487616;38546488;Wroc≥aw;undefined;;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,11676;17,04227;248;3;;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Willa Turnia;951273824;29696057;Koúcielisko;34-511;26A Salamandra;WojewÛdztwo ma≥opolskie, Polska;Guest House;Rooms for guest;55.2;49,29294;19,90225;449,1;3;10;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Dom & House - Apartment Turquoise Sopot;1121138016;35004313;Sopot;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,4377;18,56846;250;3,5;6;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Hotel Sedan;346597;3566317;Sopot;81-762;ul. Pu≥askiego 18-20;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,443437;18,567732;270;3;8,8;44;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms - City Center;665853;17428133;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,067074;19,930543;192;3;3,6;16;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Butorowy DwÛr;444202;6846365;Koúcielisko;34-511;ul. Salamandra 31B;WojewÛdztwo ma≥opolskie, Polska;Hotel;Hotels;55.1;49,299464;19,908591;250;3,5;9,4;13;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Smocza Jama;1344726464;41991452;KrakÛw;31-072;Wielopole 11;WojewÛdztwo ma≥opolskie, Polska;Hostel;Boarding houses;55.2;50,058517;19,944406;35,1;2;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 2114 ;1241911552;38778486;Wroc≥aw;undefined;;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,114834;17,060906;229;3;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 3114 & 3115 & 3119;1249451872;39014121;Katowice;40-005;Moniuszki 12;WojewÛdztwo úlπskie, Polska;Apartment;Hotels;55.2;50,260748;19,024338;174,495;3;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 3121 & 3116;1249647360;39020230;Katowice;undefined;;WojewÛdztwo úlπskie, Polska;Apartment;Hotels;55.2;50,260826;19,024015;174;3;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Art Nouveau Centre;626696704;19553022;Warszawa;02-001;Aleje Jerozolimskie 99 m. 43;WojewÛdztwo mazowieckie, Polska;Guest House;Rooms for guest;55.2;52,2264;20,99728;150;2,5;7,8;30;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Seatowers24.pl;471456;8957169;Gdynia;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,522349;18,549009;549;4;8;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Rozana 2-Floor Apartment;1155151968;36067249;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,2037;21,0227;713;3,5;;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
VISITzakopane City Apartments;401536;4891769;Zakopane;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;49,29207;19,95709;249;3;8;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms - 1118;1225346912;38260841;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,05811;19,94726;238,99;3,5;;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Monastyr Apartments;1175933184;36716662;CzÍstochowa;42-226;úwiÍtego Kazimierza 2;WojewÛdztwo úlπskie, Polska;Guest House;Rooms for guest;55.2;50,808041;19,102768;93;2;;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Clarus Mons Studio;1175593760;36706055;CzÍstochowa;42-200;úw. Kazimierza 2 B;WojewÛdztwo úlπskie, Polska;Guest House;Rooms for guest;55.2;50,8083;19,1021;51,775;2;5,2;1,5;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Metro Centrum Guest Rooms;1023003968;31937624;Warszawa;00-682;ul. Hoøa 52;WojewÛdztwo mazowieckie, Polska;Guest House;Rooms for guest;55.2;52,22626;21,01246;89,1;2;2,8;7;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Attic Studio;1022996896;31937403;Warszawa;00-681;ul. Hoøa 57/13;WojewÛdztwo mazowieckie, Polska;Guest House;Rooms for guest;55.2;52,22487;21,00849;89,1;2;4;21,5;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Aleja Solidarnosci Shiny Apartment;1241505728;38765804;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,23848;20,985092;364;;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Hotel Continental;558382;12739954;Krynica Morska;82-120;ul. Przyjaüni 30;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,386409;19,445763;533,6;3,5;7,6;13;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Hotel Chmielna;659933;17376068;Warszawa;00-021;ul. Chmielna 7/9;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,23291;21,01797;241,19;2;8,4;39;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Hotel Poleczki;512679;10651842;Warszawa;02-822;ul. Poleczki 40 A;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,155842;21,002837;179,55;3;8,4;65;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Versal apartHotel Airport Modlin;452535;7757491;Nowy DwÛr Mazowiecki;05-100;Wojska Polskiego 45a;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,418986;20,731812;125,1;3;7,2;22;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Royal Hotel;400124;7755348;Nowy DwÛr Mazowiecki;05-160;Szpitalna 93;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,433625;20,66709;166,5;4;8,4;97;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Slate Apartment by Apart Service;1114048704;34782772;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,065892;19,954221;351;3,5;;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Ginger ApartHostel;612980672;19124396;KrakÛw;30-101;al. Zygmunta KrasiÒskiego 10;WojewÛdztwo ma≥opolskie, Polska;Hostel;Boarding houses;55.2;50,05568;19,92675;69,99;2;8,8;14;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Hotel pod Wierzbπ;561196;5178959;åwidnica;58-100;ul. CzÍstochowska 1;WojewÛdztwo dolnoúlπskie, Polska;Hotel;Hotels;55.1;50,855579;16,506249;170;3;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Zamek na Skale;335650;3096239;Lπdek-ZdrÛj;57-540;Trzebieszowice 151;WojewÛdztwo dolnoúlπskie, Polska;Hotel;Hotels;55.1;50,348313;16,779929;237,15;4;7;5;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 2127;1237770816;38649088;Wroc≥aw;undefined;;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,110564;17,030447;288;3;;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Apartamenty MÛj Sopot - Sopot Bay;739707872;23084621;Sopot;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,4381;18,57381;334;3;10;2;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Bystre;1079950176;33717193;BaligrÛd;38-606;Bystre 1;Podkarpackie WojewÛdztwo, Polska;Resort;Other hotel facilities;55.1;49,3059;22,2792;118;3,5;8;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Apartment Wawel by Loft Affair;963463616;30076988;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,05631;19,93203;438,56;3,5;;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
GO Krakow Apartments - City Center;619911328;19340979;KrakÛw;31-512;ul. Topolowa 8;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,067276;19,951001;206,8;3,5;8,8;101;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Fresh Apartments 2.0;889657696;27770553;KrakÛw;33-332;ul. Morsztynowska 1;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,058821;19,947459;199;3,5;9,4;3;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Apartamenty Renesans;1167302528;36446954;Krynica-ZdrÛj;33-380;Zdrojowa 6;WojewÛdztwo ma≥opolskie, Polska;Hotel;Hotels;55.1;49,42169;20,959019;135;3;10;2;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Rodzinny - Sopockie Apartamenty;1137065920;35502060;Sopot;81-813;Ma≥opolska 7;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,457125;18,551717;243;3;4;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Anton House;411142;5182635;Warszawa;03-321;PalestyÒska 1E;WojewÛdztwo mazowieckie, Polska;Guest House;Rooms for guest;55.2;52,28247;21,02246;100;3;5,4;20;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Sheraton Warsaw Hotel;127840;46565;Warszawa;00-493;Boles≥awa Prusa 2;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,227819;21,023883;517,32;5;9;403;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Culture Palace Studio;1300169120;40599035;Warszawa;00-105;Twarda 14 m. 11;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,234646;20,999802;362;3,5;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms - ICE Congress Center;665756;17427836;KrakÛw;30-305;ul. Zagrody 22/5;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,049139;19,923138;196;3,5;7,2;7;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Czerwone Wierchy;600292768;18727899;Bukowina TatrzaÒska;34-405;ul. KaniÛwka 32a;WojewÛdztwo ma≥opolskie, Polska;Pension;Boarding houses;55.1;49,366794;20,110349;410;3;9;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms - 1313;1226201824;38287557;KrakÛw;33-332;UrzÍdnicza 49;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,072046;19,919863;292,5;3;;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Apartamenty Tatrica;1246300256;38915633;Zakopane;34-500;Ciπg≥Ûwka 7†B / 7†C;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;49,311454;19,962267;310;3,5;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Pegaz Hotel Bydgoszcz;722597024;22549907;Bydgoszcz;85-094;Marii Curie-Sk≥odowskiej 10a;WojewÛdztwo kujawsko-pomorskie, Polska;Hotel;Hotels;55.1;53,12559;18,02805;139;2;8,6;3;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
BlueApart Dom Zdrojowy Jastarnia;571317;13452330;Jastarnia;84-140;Koúciuszki 2 pok. 368;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,699806;18,683185;250;3,5;10;1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Platinia Residence;616486;15812948;KrakÛw;31-505;ul. AriaÒska 6a;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,066106;19,954283;179;3,5;8,4;21;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Szary Residence;543302;12008542;Micha≥owice;32-091;ul. Parkurowa 1;WojewÛdztwo ma≥opolskie, Polska;Hotel;Hotels;55.1;50,151726;19,983795;191,1;3;9,2;8;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Willa tuØur;1008182272;31474446;Osie;86-150;Øur 2a;WojewÛdztwo kujawsko-pomorskie, Polska;Guest House;Rooms for guest;55.2;53,55939;18,36732;100;3,5;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Liberum;591899;15136989;GdaÒsk;80-831;D≥uga 84/85;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,349592;18,648704;246,5;3;9,4;289;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Dom Turystyczny Indigo;499553;10231016;KrakÛw;31-851;os. AlbertyÒskie 1-2;WojewÛdztwo ma≥opolskie, Polska;Hotel;Hotels;55.1;50,079764;20,019635;101,03;2,5;8,8;15;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
GA Luxury Apartments Rakowicka;1173067104;36627097;KrakÛw;31-510;Rakowicka 22 H/99;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,0712;19,9536;221;3;;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms - 1219;1226199488;38287484;KrakÛw;31-158;Oskara Kolberga 5/1;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,071413;19,934696;195;3;;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Green Mountain Hotel & Apartments;873065600;27252050;Karpacz;58-540;ul. Sarnia 21;WojewÛdztwo dolnoúlπskie, Polska;Hotel;Hotels;55.1;50,76411;15,76635;465;5;8,8;11;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
MB2 Szewska 78;1158940544;36185642;Wroc≥aw;11-400;Szewska 78;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,10836;17,033454;240;3;;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
MB2 - Walonska 19;1158900128;36184379;Wroc≥aw;11-400;WolaÒska 19/19;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,10415;17,05134;219;3,5;;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
MB2 ul Kazimierza Wielkiego 81;1158925152;36185161;Wroc≥aw;11-400;Kazimierza Wielkiego 81/5;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,107;17,0361;183;3,5;;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
MB2 Uniwersytecka 11-12;1158932032;36185376;Wroc≥aw;11-400;Uniwersytecka 11-12;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,1133;17,0338;180;3,5;;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
P&O Apartments Dzielna;1064132640;33222895;Warszawa;;ul. Pawia 51;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,243645;20,982391;305;3;4;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Chlodna Square Apartment;1254805088;39181409;Warszawa;00-891;Ch≥odna 22 A/2;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,237977;20,989504;349,99;3,5;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Willa Jedlicka;702326;18673005;Koúcielisko;34-511;ul. NÍdzy KubiÒca 114;WojewÛdztwo ma≥opolskie, Polska;Bed and breakfast;Rooms for guest;55.2;49,291882;19,897713;262;3;9,4;7;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Ekoidea Apartments - Taja;621114816;19378588;KrakÛw;31-123;ul. Krupnicza 10;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,06338;19,93077;258,99;4;8,4;97;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 2128;1237784352;38649511;Wroc≥aw;50-529;Pi≥sudskiego 18/18;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,103299;17,024388;240;3;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Royal Apartments - Center;1106149984;34535937;Sopot;81-805;Podjazd 7;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,4422;18,5611;486;3,5;6;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Dom & House - Apartments Downtown Gdansk;595080;15232098;GdaÒsk;80-840;Szafarnia 11;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,347984;18,660759;240;3,5;8,4;17;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
